move,ptimes,train_error,test_error
117000,6143.066135995145,0.0757629097424796,0.1377829925622791
117500,6169.050779053593,0.0757344839657889,0.1376466879155486
118000,6195.0354221120415,0.0755028983257943,0.1377593346405774
118500,6221.02006517049,0.0754221927563776,0.1378415720537305
119000,6247.004708228938,0.0753766718771657,0.1380308074876666
119500,6272.989351287387,0.0753162370237987,0.1381783802062273
120000,6298.973994345835,0.0752067105058813,0.1384183075278997
120500,6324.958637404284,0.074941130260413,0.1382211802992969
121000,6350.943280462732,0.0749134996876819,0.138551231008023
121500,6376.927923521181,0.0749457035271916,0.1386706382036209
122000,6402.912566579629,0.0744845216249814,0.1386942854151129
122500,6428.897209638078,0.0747234605296398,0.1386751397512853
123000,6454.881852696526,0.0746666084887692,0.1385433434043079
123500,6480.8664957549745,0.0742867295775795,0.138452100334689
124000,6506.851138813423,0.074354913609568,0.1387731397990137
124500,6532.835781871871,0.0742219240710255,0.1385703827254474
125000,6558.82042493032,0.074182167663821,0.1388125685043633
125500,6584.805067988768,0.0740461981040425,0.1390479940455407
126000,6610.789711047217,0.0739792067324742,0.1391696534119546
126500,6636.774354105665,0.0736999152068165,0.1392338622827083
127000,6662.758997164114,0.0736182145919883,0.1389556189533323
127500,6688.743640222562,0.0736710931159905,0.1395537678617984
128000,6714.728283281011,0.0737539870169712,0.1396303677465766
128500,6740.712926339459,0.0735444664169335,0.1394963222555816
129000,6766.6975693979075,0.073395179308136,0.1398151074536144
129500,6792.682212456356,0.073393586972088,0.139293560758233
130000,6818.666855514804,0.073257221323729,0.1396911996416747
130500,6844.651498573253,0.0730379625456407,0.1396202321629971
131000,6870.636141631701,0.073039747760049,0.1401203759014606
131500,6896.62078469015,0.0729826982351369,0.1400730598252266
132000,6922.605427748598,0.0729417492111679,0.1403445387259125
132500,6948.590070807047,0.0728465269930893,0.1398770601954311
133000,6974.574713865495,0.0726491342138615,0.1400347629096359
133500,7000.559356923944,0.0727690024796174,0.1400832047220319
134000,7026.543999982392,0.0726067940413486,0.1401124955154955
134500,7052.5286430408405,0.0725032246991759,0.1401665608864277
135000,7078.513286099289,0.0724980587183381,0.1403558021411299
135500,7104.497929157737,0.0723829620183096,0.1405968617182225
136000,7130.482572216186,0.0723372397987986,0.1408570753410458
136500,7156.467215274634,0.0722469922402524,0.1404560576193034
137000,7182.451858333083,0.072276809005416,0.1407342902384698
137500,7208.436501391531,0.0718716858755215,0.1405202629975974
138000,7234.42114444998,0.0719617353461217,0.1408368027769029
138500,7260.405787508428,0.0719541817379649,0.1405720848124474
139000,7286.390430566877,0.0718893763623782,0.1409471868537366
139500,7312.375073625325,0.0717432676392491,0.140705001540482
140000,7338.3597166837735,0.0718029045092407,0.1410958818159997
140500,7364.344359742222,0.0715426969982218,0.1411308073438704
141000,7390.32900280067,0.071586823403777,0.1412288050632923
141500,7416.313645859119,0.0714687484069145,0.1411814927123487
142000,7442.298288917567,0.0712800976616563,0.1412963881157338
142500,7468.282931976016,0.0713017662419588,0.141432692296803
143000,7494.267575034464,0.071223247621674,0.1412840010598302
143500,7540.695148210201,0.0712123124394565,0.1414788770489394
144000,7566.67979126865,0.0710813151381444,0.1415295675396919
144500,7592.664434327098,0.0711912439510342,0.1418686287943273
145000,7618.649077385547,0.0711037777873571,0.1417458443902433
145500,7644.633720443995,0.0709034003157285,0.141768375178799
146000,7670.618363502444,0.0706865264728549,0.1415858895052224
146500,7696.603006560892,0.0709527017752407,0.1421524931211024
147000,7722.5876496193405,0.0708684185301535,0.1420950486790388
147500,7748.572292677789,0.0705752084322739,0.1419497351162135
148000,7774.556935736237,0.0706433906671009,0.1418641204945743
148500,7800.541578794686,0.0704438092143391,0.1422347323969006
149000,7826.526221853134,0.0704398334637517,0.1422662634868174
149500,7852.510864911583,0.0703984870342537,0.1421288419514894
150000,7878.495507970031,0.0702784180248272,0.1422865455970168
150500,7904.48015102848,0.0700359025213401,0.1421096913982182
151000,7930.464794086928,0.0700100580870639,0.1422741501592099
151500,7956.449437145377,0.0700122453345102,0.1425422492902726
